http://purl.obolibrary.org/obo/ICO_100001,http://purl.obolibrary.org/obo/ICO_0000231
http://purl.obolibrary.org/obo/ICO_100005,http://purl.obolibrary.org/obo/ICO_0000232
http://purl.obolibrary.org/obo/ICO_100006,http://purl.obolibrary.org/obo/ICO_0000233
http://purl.obolibrary.org/obo/ICO_100007,http://purl.obolibrary.org/obo/ICO_0000234
http://purl.obolibrary.org/obo/ICO_100008,http://purl.obolibrary.org/obo/ICO_0000235
http://purl.obolibrary.org/obo/ICO_100010,http://purl.obolibrary.org/obo/ICO_0000236
http://purl.obolibrary.org/obo/ICO_100011,http://purl.obolibrary.org/obo/ICO_0000237
http://purl.obolibrary.org/obo/ICO_100012,http://purl.obolibrary.org/obo/ICO_0000238
http://purl.obolibrary.org/obo/ICO_100013,http://purl.obolibrary.org/obo/ICO_0000239
http://purl.obolibrary.org/obo/ICO_100014,http://purl.obolibrary.org/obo/ICO_0000240
http://purl.obolibrary.org/obo/ICO_100015,http://purl.obolibrary.org/obo/ICO_0000241
http://purl.obolibrary.org/obo/ICO_100016,http://purl.obolibrary.org/obo/ICO_0000242
http://purl.obolibrary.org/obo/ICO_100017,http://purl.obolibrary.org/obo/ICO_0000243
http://purl.obolibrary.org/obo/ICO_100018,http://purl.obolibrary.org/obo/ICO_0000244
http://purl.obolibrary.org/obo/ICO_100019,http://purl.obolibrary.org/obo/ICO_0000245
http://purl.obolibrary.org/obo/ICO_100020,http://purl.obolibrary.org/obo/ICO_0000246
http://purl.obolibrary.org/obo/ICO_100021,http://purl.obolibrary.org/obo/ICO_0000247
http://purl.obolibrary.org/obo/ICO_100022,http://purl.obolibrary.org/obo/ICO_0000248
http://purl.obolibrary.org/obo/ICO_100023,http://purl.obolibrary.org/obo/ICO_0000249
http://purl.obolibrary.org/obo/ICO_100031,http://purl.obolibrary.org/obo/ICO_0000250
http://purl.obolibrary.org/obo/ICO_100032,http://purl.obolibrary.org/obo/ICO_0000251
http://purl.obolibrary.org/obo/ICO_100033,http://purl.obolibrary.org/obo/ICO_0000252
http://purl.obolibrary.org/obo/ICO_100034,http://purl.obolibrary.org/obo/ICO_0000253
http://purl.obolibrary.org/obo/ICO_100037,http://purl.obolibrary.org/obo/ICO_0000254
http://purl.obolibrary.org/obo/ICO_100041,http://purl.obolibrary.org/obo/ICO_0000255
http://purl.obolibrary.org/obo/ICO_100049,http://purl.obolibrary.org/obo/ICO_0000256
http://purl.obolibrary.org/obo/ICO_100051,http://purl.obolibrary.org/obo/ICO_0000257
http://purl.obolibrary.org/obo/ICO_100054,http://purl.obolibrary.org/obo/ICO_0000258
http://purl.obolibrary.org/obo/ICO_100055,http://purl.obolibrary.org/obo/ICO_0000259
http://purl.obolibrary.org/obo/ICO_100056,http://purl.obolibrary.org/obo/ICO_0000260
http://purl.obolibrary.org/obo/ICO_100059,http://purl.obolibrary.org/obo/ICO_0000261
http://purl.obolibrary.org/obo/ICO_100069,http://purl.obolibrary.org/obo/ICO_0000262
http://purl.obolibrary.org/obo/ICO_100070,http://purl.obolibrary.org/obo/ICO_0000263
http://purl.obolibrary.org/obo/ICO_100071,http://purl.obolibrary.org/obo/ICO_0000264
http://purl.obolibrary.org/obo/ICO_100083,http://purl.obolibrary.org/obo/ICO_0000265
http://purl.obolibrary.org/obo/ICO_100088,http://purl.obolibrary.org/obo/ICO_0000266
http://purl.obolibrary.org/obo/ICO_100093,http://purl.obolibrary.org/obo/ICO_0000267
http://purl.obolibrary.org/obo/ICO_100094,http://purl.obolibrary.org/obo/ICO_0000268
http://purl.obolibrary.org/obo/ICO_100119,http://purl.obolibrary.org/obo/ICO_0000269
http://purl.obolibrary.org/obo/ICO_100128,http://purl.obolibrary.org/obo/ICO_0000270
http://purl.obolibrary.org/obo/ICO_100129,http://purl.obolibrary.org/obo/ICO_0000271
http://purl.obolibrary.org/obo/ICO_100131,http://purl.obolibrary.org/obo/ICO_0000272
http://purl.obolibrary.org/obo/ICO_100132,http://purl.obolibrary.org/obo/ICO_0000273
http://purl.obolibrary.org/obo/ICO_100133,http://purl.obolibrary.org/obo/ICO_0000274
http://purl.obolibrary.org/obo/ICO_100134,http://purl.obolibrary.org/obo/ICO_0000275
http://purl.obolibrary.org/obo/ICO_100137,http://purl.obolibrary.org/obo/ICO_0000276
http://purl.obolibrary.org/obo/ICO_100138,http://purl.obolibrary.org/obo/ICO_0000277
http://purl.obolibrary.org/obo/ICO_100141,http://purl.obolibrary.org/obo/ICO_0000278
http://purl.obolibrary.org/obo/ICO_100144,http://purl.obolibrary.org/obo/ICO_0000279
http://purl.obolibrary.org/obo/ICO_100146,http://purl.obolibrary.org/obo/ICO_0000280
http://purl.obolibrary.org/obo/ICO_100148,http://purl.obolibrary.org/obo/ICO_0000281
http://purl.obolibrary.org/obo/ICO_100149,http://purl.obolibrary.org/obo/ICO_0000282
http://purl.obolibrary.org/obo/ICO_100151,http://purl.obolibrary.org/obo/ICO_0000283
http://purl.obolibrary.org/obo/ICO_100152,http://purl.obolibrary.org/obo/ICO_0000284
http://purl.obolibrary.org/obo/ICO_100153,http://purl.obolibrary.org/obo/ICO_0000285
http://purl.obolibrary.org/obo/ICO_100154,http://purl.obolibrary.org/obo/ICO_0000286
http://purl.obolibrary.org/obo/ICO_100159,http://purl.obolibrary.org/obo/ICO_0000287
http://purl.obolibrary.org/obo/ICO_100160,http://purl.obolibrary.org/obo/ICO_0000288
http://purl.obolibrary.org/obo/ICO_100161,http://purl.obolibrary.org/obo/ICO_0000289
http://purl.obolibrary.org/obo/ICO_100164,http://purl.obolibrary.org/obo/ICO_0000290
http://purl.obolibrary.org/obo/ICO_100165,http://purl.obolibrary.org/obo/ICO_0000291
http://purl.obolibrary.org/obo/ICO_100168,http://purl.obolibrary.org/obo/ICO_0000292
http://purl.obolibrary.org/obo/ICO_100169,http://purl.obolibrary.org/obo/ICO_0000293
http://purl.obolibrary.org/obo/ICO_100170,http://purl.obolibrary.org/obo/ICO_0000294
http://purl.obolibrary.org/obo/ICO_100171,http://purl.obolibrary.org/obo/ICO_0000295
http://purl.obolibrary.org/obo/ICO_100173,http://purl.obolibrary.org/obo/ICO_0000296
http://purl.obolibrary.org/obo/ICO_100174,http://purl.obolibrary.org/obo/ICO_0000297
http://purl.obolibrary.org/obo/ICO_100175,http://purl.obolibrary.org/obo/ICO_0000298
http://purl.obolibrary.org/obo/ICO_100176,http://purl.obolibrary.org/obo/ICO_0000299
http://purl.obolibrary.org/obo/ICO_100180,http://purl.obolibrary.org/obo/ICO_0000300
http://purl.obolibrary.org/obo/ICO_100181,http://purl.obolibrary.org/obo/ICO_0000301
http://purl.obolibrary.org/obo/ICO_100182,http://purl.obolibrary.org/obo/ICO_0000302
http://purl.obolibrary.org/obo/ICO_100183,http://purl.obolibrary.org/obo/ICO_0000303
http://purl.obolibrary.org/obo/ICO_100184,http://purl.obolibrary.org/obo/ICO_0000304
http://purl.obolibrary.org/obo/ICO_100185,http://purl.obolibrary.org/obo/ICO_0000305
http://purl.obolibrary.org/obo/ICO_100186,http://purl.obolibrary.org/obo/ICO_0000306
http://purl.obolibrary.org/obo/ICO_100187,http://purl.obolibrary.org/obo/ICO_0000307
http://purl.obolibrary.org/obo/ICO_100188,http://purl.obolibrary.org/obo/ICO_0000308
http://purl.obolibrary.org/obo/ICO_100189,http://purl.obolibrary.org/obo/ICO_0000309
http://purl.obolibrary.org/obo/ICO_100191,http://purl.obolibrary.org/obo/ICO_0000310
http://purl.obolibrary.org/obo/ICO_100192,http://purl.obolibrary.org/obo/ICO_0000311
http://purl.obolibrary.org/obo/ICO_100193,http://purl.obolibrary.org/obo/ICO_0000312
http://purl.obolibrary.org/obo/ICO_100195,http://purl.obolibrary.org/obo/ICO_0000313
http://purl.obolibrary.org/obo/ICO_1002001,http://purl.obolibrary.org/obo/ICO_0000314
http://purl.obolibrary.org/obo/ICO_1002002,http://purl.obolibrary.org/obo/ICO_0000315
http://purl.obolibrary.org/obo/ICO_1002004,http://purl.obolibrary.org/obo/ICO_0000316
http://purl.obolibrary.org/obo/ICO_1002005,http://purl.obolibrary.org/obo/ICO_0000317
http://purl.obolibrary.org/obo/ICO_1002007,http://purl.obolibrary.org/obo/ICO_0000318
http://purl.obolibrary.org/obo/ICO_1002008,http://purl.obolibrary.org/obo/ICO_0000319
http://purl.obolibrary.org/obo/ICO_1002018,http://purl.obolibrary.org/obo/ICO_0000320